param: GEND: genD_bus genD_minUP genD_minDN genD_status genD_Pmax genD_Pmin genC_Startup genC_Cost
genC_NLoad SPRamp HRamp StartRamp:=
1 	  1			1	1 	 1		 30		5		 153.05			30.61		0		 5		30	 	30		  
2     4	 		1	1    1       30		5	     175.15    		35.03	    0   	 5		30	 	30	  
3     6	 		1	1    1       30		5	     204.25    		40.85	    0   	 5		30	 	30	  
4     8	 		1	1    1       30		5	     3844.5    		25.63	    0   	 5		30	 	30	  
5     10	 	10	10   1       500	150	     967    		9.67	    0   	 8.33   50   	500
6     12	 	10	10   1       300	100	     189.6    		18.96	    0   	 5   	30   	300
7     15	 	1	1    1       30		10	     650    		26	        0   	 5		30	 	30	  
8     18	 	5	5    1       100	25	     166.1    		33.22	    0   	 3.33   20   	100
9     19	 	1	1    1       30		5	     248.4    		49.68	    0   	 5 		30	 	30	  
10    24	 	1	1    1       30		5	     8861    		88.61	    0   	 5 		30	 	30	  
11    25	 	8	8    1       300	100	     1691    		16.91	    0   	 6.25   37.5 	300
12    26	 	8	8    1       350	100	     97.28    		12.16	    0   	 7.3   	43.75	350
13    27	 	1	1    1       30		8	     201.6    		25.2	    0   	 5		30	 	30	  
14    31	 	1	1    1       30		8	     487.5    		19.5	    0   	 5		30	 	30	  
15    32	 	5	5    1       100	25	     575.2    		71.9	    0   	 3.33   20   	100
16    34	 	1	1    1       30		8	     1672.5    		66.9	    0   	 5		30	 	30	  
17    36	 	5	5    1       100	25	     276    		34.5	    0   	 3.33   20   	100
18    40	 	1	1    1       30		8	     291.2    		36.4	    0   	 5		30	 	30	  
19    42	 	1	1    1       30		8	     555    		22.2	    0   	 5		30	 	30	  
20    46	    5	5    1       100	25		 994			19.88	    0    	 3.33   20   	100
21    49	    10	10   1       250	50	     999.5        	19.99       0    	 4.17   25   	250
22    54	    10	10   1       250	50	     471.75        	18.87       0    	 4.17   25   	250
23    55	    5	5    1       100	25	     649.5        	25.98       0    	 3.33   20   	100
24    56	    5	5    1       100	25	     1439.5        	28.79       0    	 3.33   20   	100
25    59	    10	10   1       200	50	     684.5        	13.69       0    	 3.33   20   	200
26    61	    10	10   1       200	50	     442.75        	17.71       0    	 3.33   20   	200
27    62	    5	5    1       100	25	     3136        	31.36       0    	 3.33   20   	100
28    65	    10	10   1       420	100	     1966        	19.66       0    	 7   	42   	420
29    66	    10	10   1       420	100	     1556        	19.45       0    	 7   	42   	420
30    69	    10	10   1       300	80	     589.5        	19.65       0    	 5   	30   	300
31    70	    4	4    1       80		30	     260.1        	26.01       0    	 3.33	20	 	80	  
32    72	    1	1    1       30		10	     140.25        	28.05       0    	 5		30	 	30	  
33    73	    1	1    1       20		5	     135.3        	27.06       0    	 3.33	20	 	20	  
34    74	    1	1    1       100	25	     577        	23.08       0    	 16.67  100  	100
35    76	    5	5    1       100	25	     626.5        	25.06       0    	 3.33   20   	100
36    77	    5	5    1       500	150	     3846        	25.64       0    	 16.67  100  	500
37    80	    10	10   1       100	25	     390.75        	15.63       0    	 1.67   10   	100
38    85	    1	1    1       30		10	     310.6        	31.06       0    	 5		30	 	30	  
39    87	    10	10   1       650	200	     2365        	23.65       0    	 10.8   65   	650
40    89	    10	10   1       500	150	     1078        	21.56       0    	 8.33   50   	500
41    90	    1	1    1       20		8	     239.84        	29.98       0    	 3.33	20	 	20	  
42    91	    1	1    1       50		20	     578.8        	28.94       0    	 8.33	50	 	50	  
43    92	    8	8    1       300	100	     2701        	27.01       0    	 6.25   37.5 	300
44    99	    8	8    1       300	100	     3153        	31.53       0    	 6.25   37.5 	300
45    100	    8	8    1       300	100	     1865        	18.65       0    	 6.25   37.5 	300
46    103	    1	1    1       20		8	     152.56        	19.07       0    	 3.33	20	 	20	  
47    104	    5	5    1       100	25	     1265        	50.6        0    	 3.33   20   	100
48    105	    5	5    1       100	25	     1167.25        46.69       0    	 3.33   20   	100
49    107	    1	1    1       20		8	     399.6        	49.95       0    	 3.33	20	 	20	  
50    110	    2	2    1       50		25	     1266.5        	50.66       0    	 4.17	25	 	50	  
51    111	    5	5    1       100	25	     284        	11.36       0    	 3.33   20   	100
52    112	    5	5    1       100	25	     788.75        	31.55       0    	 3.33   20   	100
53    113	    5	5    1       100	25	     741.5        	29.66       0    	 3.33   20   	100
54    116	    2	2    1       50		25	     710.75        	28.43       0    	 8.33	50	 	50	  
;                                            
                                             
param: BRANCH: branch_fbus branch_tbus branch_b branch_rateA branch_rateC branch_radial:=
1		1			2		-10.01001		220			250 			0
2		1           3  		-23.58490		220			250 			0
3		2           12 		-16.23376		220			250 			0
4		3           5  		-9.259259		220			250 			0
5		3           12 		-6.250000		220			250 			0
6		4           5  		-125.3132 		440			500 			0
7		4           11 		-14.53488		220			250 			0
8		5           6  		-18.51851		220			250 			0
9		5           11 		-14.66275		220			250 			0
10		6           7  		-48.07692		220			250 			0
11		7           12 		-29.41176		220			250 			0
12		8           5  		-37.45318		110			125 			1
13		8           9  		-32.78688		880			100 			0
14		8           30 		-19.84126		220			250 			0
15		9           10 		-31.05590		110			125 			1
16		11          12 		-51.02040		220			250 			0
17		11          13 		-13.67989		220			250 			0
18  	12          14  	-14.14427	    220			250 			0
19		12          16 		-11.99040		220			250 			0
20		12          117		-7.142857		220			250 			1
21		13          15 		-4.091653		220			250 			0
22		14          15 		-5.128205		220			250 			1 #
23		15          17 		-22.88329		440			500 			0
24		15          19 		-25.38071		220			250 			0
25		15          33 		-8.038585		220			250 			0
26		16          17 		-5.552470		220			250 			1 #
27		17          18 		-19.80198		220			250 			0
28		17          31 		-6.397952		220			250 			0
29		17          113		-33.22259		220			250 			0
30		18          19 		-20.28397		220			250 			1 #
31		19          20 		-8.547008		220			250 			0
32		19          34 		-4.048582		220			250 			0
33		20          21 		-11.77856		220			250 			0
34		21          22 		-10.30927		220			250 			0
35		22          23 		-6.289308		220			250 			0
36		23          24 		-20.32520		220			250 			0
37		23          25 		-12.50000		440			500 			0
38		23          32 		-8.673026		220			250 			0
39  	24          70  	-2.430133	    220         250				0
40  	24          72  	-5.102040    	220         250             0
41  	25          27  	-6.134969    	440         500             0
42  	26          25  	-26.17801	    220         250             0
43  	26          30  	-11.62790    	660         750             0
44  	27          28  	-11.69590	    220         250             0
45  	27          32  	-13.24503	    220         250             0
46  	27          115 	-13.49527	    220         250             0
47  	28          29  	-10.60445	    220         250             0
48  	29          31  	-30.21148	    220         250             1 #
49  	30          17  	-25.77319	    660         750             0
50  	30          38  	-18.51851    	220         250             0
51  	31          32  	-10.15228	    220         250             0
52  	32          113 	-4.926108    	220         250             0
53  	32          114 	-16.33986	    220         250             0
54  	33          37  	-7.042253    	220         250             0
55  	34          36  	-37.31343	    220         250             0
56  	34          37  	-106.3829	    440         500             0
57  	34          43  	-5.948839	    220         250             0
58  	35          36  	-98.03921	    220         250             0
59  	35          37  	-20.12072	    220         250             0
60  	37          39  	-9.433962    	220         250             0
61  	37          40  	-5.952380    	220         250             0
62  	38          37  	-26.66666	    660         750             0
63  	38          65  	-10.14198	    440         500             0
64  	39          40  	-16.52892	    220         250             0
65  	40          41  	-20.53388	    220         250             0
66  	40          42  	-5.464480    	220         250             0
67  	41          42  	-7.407407    	220         250             0
68  	42          49  	-3.095975    	220         250             0
69  	42          49  	-3.095975    	220         250             0
70  	43          44  	-4.074979    	220         250             0
71  	44          45  	-11.09877    	220         250             0
72  	45          46  	-7.374631    	220         250             0
73  	45          49  	-5.376344    	220         250             0
74  	46          47  	-7.874015    	220         250             0
75  	46          48  	-5.291005    	220         250             0
76  	47          49  	-16          	220         250             0
77  	47          69  	-3.599712    	220         250             0
78  	48          49  	-19.80198    	220         250             0
79  	49          50  	-13.29787    	220         250             0
80  	49          51  	-7.299270    	220         250             0
81  	49          54  	-3.460207    	220         250             0
82  	49          54  	-3.436426    	220         250             0
83  	49          66  	-10.88139    	440         500             0
84  	49          66  	-10.88139    	440         500             0
85  	49          69  	-3.086419    	220         250             0
86  	50          57  	-7.462686    	220         250             0
87  	51          52  	-17.00680    	220         250             0
88  	51          58  	-13.90820    	220         250             0
89  	52          53  	-6.116207    	220         250             0
90  	53          54  	-8.196721    	220         250             0
91  	54          55  	-14.14427	    220         250             0
92  	54          56  	-104.7120     	220         250             0
93  	54          59  	-4.361098	    220         250             0
94  	55          56  	-66.22516	    220         250             0
95  	55          59  	-4.633920	    220         250             0
96  	56          57  	-10.35196	    220         250             0
97  	56          58  	-10.35196	    220         250             0
98  	56          59  	-3.984063    	220         250             0
99  	56          59  	-4.184100    	220         250             0
100 	59          60  	-6.896551    	220         250             0
101 	59          61  	-6.666666    	220         250             0
102 	60          61  	-74.07407    	440         500             0
103 	60          62  	-17.82531    	220         250             0
104 	61          62  	-26.59574    	220         250             0
105 	62          66  	-4.587155    	220         250             0
106 	62          67  	-8.547008    	220         250             0
107 	63          59  	-25.90673	    440         500             0
108 	63          64  	-50          	440         500             0
109 	64          61  	-37.31343    	220         250             0
110 	64          65  	-33.11258    	440         500             0
111 	65          66  	-27.02702    	220         250             0
112 	65          68  	-62.50000    	220         250             0
113 	66          67  	-9.852216    	220         250             0
114 	68          69  	-27.02702    	440         500             0
115 	68          81  	-49.50495	    220         250             0
116 	68          116 	-246.9135	    440         500             1 #
117 	69          70  	-7.874015    	440         500             0
118 	69          75  	-8.196721    	440         500             0
119 	69          77  	-9.900990    	220         250             0
120    	70          71  	-28.16901	    220         250             0
121    	70          74  	-7.558578	    220         250             0
122    	70          75  	-7.092198    	220         250             0
123    	71          72  	-5.555555    	220         250             0
124    	71          73  	-22.02643	    220         250             1
125    	74          75  	-24.63054	    220         250             0
126    	75          77  	-5.002501	    220         250             0
127    	75          118 	-20.79002	    220         250             0
128    	76          77  	-6.756756    	220         250             0
129    	76          118 	-18.38235	    220         250             0
130    	77          78  	-80.64516	    220         250             0
131    	77          80  	-20.61855	    440         500             0
132    	77          80  	-9.523809    	220         250             0
133    	77          82  	-11.72332	    220         250             0
134    	78          79  	-40.98360	    220         250             0
135    	79          80  	-14.20454	    220         250             0
136    	80          96  	-5.494505    	220         250             0
137    	80          97  	-10.70663	    220         250             0
138    	80          98  	-9.259259    	220         250             0
139    	80          99  	-4.854368    	220         250             0
140    	81          80  	-27.02702    	220         250             0
141    	82          83  	-27.28512     	220         250             0
142    	82          96  	-18.86792    	220         250             0
143    	83          84  	-7.575757    	220         250             0
144    	83          85  	-6.756756    	220         250             0
145    	84          85  	-15.60062    	220         250             0
146    	85          86  	-8.130081    	220         250             1
147    	85          88  	-9.803921    	220         250             0
148    	85          89  	-5.780346    	220         250             0
149    	86          87  	-4.821600    	220         250             1
150    	88			89  	-14.04494    	440         500             0
151    	89          90  	-5.319148    	440         500             0
152    	89          90  	-10.03009    	220         220             0
153    	89          92  	-19.80198    	220         250             0
154    	89          92  	-6.325110    	440         500             0
155    	90          91  	-11.96172    	220         250             0
156    	91          92  	-7.861635    	220         250             0
157    	92          93  	-11.79245    	220         250             0
158    	92          94  	-6.329113    	220         250             0
159    	92          100 	-3.389830    	220         250             0
160    	92          102 	-17.88908    	220         250             0
161    	93          94  	-13.66120    	220         250             0
162    	94          95  	-23.04147    	220         250             0
163    	94          96  	-11.50747    	220         250             0
164    	94          100 	-17.24137    	220         250             0
165    	95          96  	-18.28153    	220         250             0
166    	96          97  	-11.29943    	220         250             0
167    	98          100 	-5.586592    	220         250             0
168    	99          100 	-12.30012    	220         250             0
169    	100         101 	-7.923930    	440         500             0
170    	100         103 	-19.04761    	220         250             0
171    	100         104 	-4.901960    	220         250             0
172    	100         106 	-4.366812    	220         250             0
173    	101         102 	-8.928571    	220         250             0
174    	103         104 	-6.313131    	220         250             0
175    	103         105 	-6.153846    	220         250             0
176    	103         110 	-5.515719    	220         250             0
177    	104         105 	-26.45502    	220         250             0
178    	105         106 	-18.28153    	220         250             0
179    	105         107 	-5.464480    	220         250             0
180    	105         108 	-14.22475    	220         250             0
181    	106         107 	-5.464480    	220         250             0
182    	108         109 	-34.72222    	220         250             0
183    	109         110 	-13.12335    	220         250             1
184    	110         111 	-13.24503    	220         250             1
185    	110         112 	-15.62500    	220         250             1
186     114         115     -96.15384	 	220         250             0
;	

# Loads the data for the Load's percentage of peak annual load
param: LOAD: load_pcnt:= 
/*
1	62.3
2	58.6
3	55.8
4	54.9
5	54.9
6	55.8
7	68.8
8	80.0
9	88.4
10	89.3
11	89.3
12	88.4
13	88.4
14	88.4
15	86.5
16	87.4
17	93
18	100
19	95
20	92
21	84.6
22	77.2
23	67.9
24	58.6
;
*/

1	  64 
2	  60 
3	  58 
4	  56 
5	  56 
6	  58 
7	  64 
8	  76 
9	  87 
10	  95 
11	  99 
12	 100 
13	  99 
14	 100 
15	 100 
16	  97 
17	  96 
18	  96 
19	  93 
20	  92 
21	  92 
22	  93 
23	  87 
24	  72 
;

/*
12-1 am   67       78       64       74       63       75
1-2       63       72       60       70       62       73
2-3       60       68       58       66       60       69
3-4       59       66       56       65       58       66
4-5       59       64       56       64       59       65
5-6       60       65       58       62       65       65
6-7       74       66       64       62       72       68
7-8       86       70       76       66       85       74
8-9       95       80       87       81       95       83
9-10      96       88       95       86       99       89
10-11     96       90       99       91      100       92
11-noon   95       91      100       93       99       94
Noon-1pm  95       90       99       93       93       91
1-2       95       88      100       92       92       90
2-3       93       87      100       91       90       90
3-4       94       87       97       91       88       86
4-5       99       91       96       92       90       85
5-6      100      100       96       94       92       88
6-7      100       99       93       95       96       92
7-8       96       97       92       95       98      100
8-9       91       94       92      100       96       97
9-10      83       92       93       93       90       95
10-11     73       87       87       88       80       90
11-12     63       81       72       80       70       85

*/


